gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
M,52,widowed,highsch,1,full_time,15,24,55781,no,0,tenant,1,34349,other,43,no,no
M,33,divorced,univ,0,part_time,3,10,47813,no,0,owner_morg,15,29211,wedding,29,no,yes
F,22,single,basic,0,part_time,2,2,12750,no,0,tenant,8,19394,wedding,33,no,yes
M,26,divorced,univ,0,unemployed,0,1,0,no,0,tenant,2,8435,wedding,6,no,yes
F,23,single,univ,0,full_time,0,1,53125,no,0,tenant,4,30854,debt_consol,41,no,no
F,26,married,univ,1,self_employ,2,5,63750,yes,48005,owner_morg,10,44148,debt_consol,44,yes,no
F,44,married,highsch,1,part_time,11,10,28688,yes,30208,tenant,11,12671,debt_consol,36,no,no
F,28,married,univ,0,full_time,3,4,53125,yes,36249,tenant,8,55312,debt_consol,33,no,yes
F,37,married,univ,1,self_employ,5,9,95625,yes,74060,owner,4,54785,debt_consol,24,no,no
F,30,married,univ,2,full_time,3,2,79688,no,0,tenant,12,25626,vehicle,31,no,no
M,30,married,highsch,0,unemployed,0,9,0,yes,30547,tenant,7,8245,other,6,no,no
M,35,widowed,basic,2,full_time,9,8,31875,no,0,owner,2,14392,wedding,25,yes,no
M,33,divorced,highsch,3,full_time,1,2,47813,no,0,tenant,13,28086,wedding,35,no,yes
M,32,divorced,highsch,1,part_time,7,11,28688,no,0,tenant,2,5906,other,7,no,yes
F,24,single,highsch,0,unemployed,0,1,0,no,0,tenant,6,19989,other,43,no,yes
M,27,married,univ,0,part_time,1,6,31875,no,0,tenant,10,7892,holidays,6,no,yes
F,25,divorced,univ,1,full_time,4,5,53125,no,0,tenant,4,40893,other,45,no,yes
F,44,divorced,univ,1,part_time,2,18,47813,no,0,tenant,6,45921,debt_consol,57,no,yes
F,29,married,highsch,1,full_time,2,6,31875,yes,48351,tenant,5,74857,debt_consol,46,no,no
M,32,widowed,highsch,2,full_time,6,11,47813,no,0,owner_morg,4,19641,debt_consol,51,yes,no
M,26,divorced,highsch,1,full_time,4,6,31875,no,0,owner,2,20765,vehicle,36,yes,no
M,36,divorced,univ,0,full_time,1,1,79688,no,0,owner_morg,6,35010,debt_consol,40,yes,no
M,21,single,highsch,0,full_time,2,2,31875,no,0,tenant,3,9165,wedding,7,no,no
M,41,divorced,highsch,1,unemployed,0,1,0,no,0,tenant,2,13416,wedding,32,no,yes
M,41,married,univ,3,full_time,0,17,79688,yes,54186,tenant,14,7333,vehicle,12,no,no
M,22,single,basic,0,part_time,1,2,12750,no,0,owner_morg,7,16667,other,47,yes,yes
M,38,widowed,postgrad,1,full_time,1,14,127500,no,0,tenant,13,66369,debt_consol,53,no,no
F,30,divorced,univ,0,part_time,4,3,47813,no,0,owner,4,43565,home_improv,55,no,yes
F,33,widowed,univ,1,full_time,2,4,79688,no,0,tenant,8,69369,other,54,no,no
M,22,single,highsch,0,unemployed,0,2,0,no,0,tenant,3,6789,wedding,6,no,yes
M,38,divorced,basic,2,full_time,1,16,31875,no,0,owner_morg,1,21980,other,46,no,yes
F,31,single,highsch,0,unemployed,0,0,0,no,0,tenant,9,16950,vehicle,58,no,yes
M,30,widowed,postgrad,3,full_time,3,7,127500,no,0,owner,15,104655,home_improv,95,no,no
M,33,single,univ,0,self_employ,2,12,95625,no,0,tenant,3,88313,debt_consol,47,no,yes
F,25,single,highsch,0,part_time,0,4,19125,no,0,tenant,6,7228,debt_consol,11,no,yes
M,27,single,basic,0,full_time,0,2,21250,no,0,owner,5,19249,debt_consol,40,no,yes
M,34,married,basic,0,part_time,7,10,19125,yes,57999,tenant,3,15280,holidays,29,no,yes
M,25,divorced,univ,2,self_employ,0,1,63750,no,0,owner,6,18013,other,25,no,yes
M,27,widowed,highsch,0,unemployed,0,3,0,no,0,owner,4,9930,wedding,11,yes,no
F,26,divorced,basic,1,self_employ,3,4,25500,no,0,tenant,7,14738,debt_consol,40,no,yes
F,24,married,highsch,0,self_employ,1,4,38250,yes,46971,tenant,5,49273,debt_consol,38,yes,no
F,40,divorced,univ,1,full_time,10,12,79688,no,0,owner_morg,10,26945,vehicle,30,yes,yes
M,25,married,univ,1,self_employ,1,5,63750,yes,41911,owner_morg,1,19859,debt_consol,25,yes,yes
F,31,divorced,highsch,0,full_time,7,8,47813,no,0,owner_morg,5,31404,home_improv,27,yes,yes
F,30,married,highsch,1,self_employ,4,8,57375,yes,47984,owner_morg,8,26189,debt_consol,42,yes,no
M,28,divorced,highsch,2,unemployed,0,5,0,no,0,tenant,6,10292,wedding,45,no,yes
M,23,single,basic,0,unemployed,0,1,0,no,0,owner_morg,5,9330,other,8,no,yes
M,36,single,highsch,0,unemployed,0,4,0,no,0,owner,15,14165,vehicle,60,yes,no
M,29,divorced,basic,1,full_time,5,8,21250,no,0,tenant,6,12129,vehicle,60,no,no
F,24,single,highsch,0,unemployed,0,2,0,no,0,owner,5,8675,debt_consol,6,yes,no
M,32,single,basic,0,full_time,4,10,31875,no,0,tenant,8,24374,other,27,no,no
F,23,single,univ,0,self_employ,0,4,63750,no,0,tenant,7,19529,wedding,51,no,yes
M,27,widowed,basic,2,self_employ,4,4,25500,no,0,tenant,5,20380,debt_consol,37,no,no
M,27,single,highsch,0,full_time,3,3,31875,no,0,tenant,2,15522,wedding,32,no,no
M,41,single,basic,0,self_employ,1,17,38250,no,0,owner,4,10030,other,46,yes,no
M,29,married,postgrad,2,self_employ,5,7,102000,yes,75643,owner_morg,9,130221,home_improv,58,no,no
M,28,widowed,postgrad,2,full_time,0,8,85000,no,0,tenant,7,61734,other,37,no,no
F,35,married,basic,0,self_employ,5,6,38250,yes,45003,tenant,14,16669,holidays,46,no,yes
M,38,single,basic,0,full_time,7,13,31875,no,0,owner_morg,1,12131,vehicle,45,yes,yes
M,40,married,univ,0,full_time,4,7,79688,yes,62787,owner_morg,6,13607,vehicle,27,yes,no
F,31,single,highsch,0,self_employ,4,5,57375,no,0,tenant,7,16147,wedding,57,no,yes
M,24,single,highsch,0,full_time,3,2,31875,no,0,owner,8,12561,debt_consol,48,no,yes
F,24,married,univ,0,unemployed,0,3,0,yes,11868,owner,5,18967,debt_consol,57,no,yes
M,35,single,highsch,0,full_time,3,9,47813,no,0,tenant,5,35965,debt_consol,52,no,yes
F,31,married,highsch,0,unemployed,0,7,0,yes,43089,owner,3,5735,vehicle,9,yes,no
F,37,single,highsch,0,full_time,3,8,47813,no,0,owner,5,36551,home_improv,38,no,no
M,31,married,postgrad,0,self_employ,1,1,153000,yes,58919,owner,10,41297,home_improv,32,no,yes
M,51,divorced,highsch,2,full_time,17,15,55781,no,0,owner_morg,5,42278,home_improv,47,yes,no
M,31,divorced,highsch,3,unemployed,0,10,0,no,0,owner,7,9279,vehicle,9,yes,no
M,27,single,highsch,0,full_time,0,3,31875,no,0,tenant,1,22676,debt_consol,49,no,yes
F,29,single,basic,0,full_time,6,7,21250,no,0,tenant,8,14963,other,31,no,no
M,24,single,univ,0,self_employ,0,0,63750,no,0,tenant,7,29593,wedding,55,no,yes
F,36,divorced,highsch,2,self_employ,3,6,57375,no,0,tenant,6,52865,debt_consol,30,no,yes
F,33,married,highsch,3,part_time,1,3,28688,yes,48611,tenant,9,75912,debt_consol,25,no,no
M,25,single,univ,0,full_time,1,3,53125,no,0,tenant,8,41770,other,29,no,yes
M,26,divorced,basic,2,self_employ,1,1,25500,no,0,tenant,3,10064,other,49,no,yes
M,31,married,basic,0,full_time,5,10,31875,yes,35422,owner,2,20036,debt_consol,55,yes,no
F,42,widowed,highsch,1,unemployed,0,6,0,no,0,tenant,2,5226,debt_consol,9,no,no
M,27,single,univ,0,unemployed,0,6,0,no,0,tenant,8,18564,vehicle,48,no,yes
M,28,single,univ,0,self_employ,3,6,63750,no,0,tenant,1,41488,debt_consol,48,no,yes
M,24,single,highsch,0,unemployed,0,3,0,no,0,owner,5,9383,other,11,yes,no
F,31,married,postgrad,1,part_time,0,10,76500,no,0,tenant,9,57986,debt_consol,27,yes,yes
F,34,widowed,highsch,3,unemployed,0,5,0,no,0,owner_morg,3,14924,wedding,57,yes,no
M,38,single,basic,0,unemployed,0,1,0,no,0,owner_morg,10,8864,wedding,12,no,yes
M,41,married,highsch,0,self_employ,10,11,57375,yes,50030,owner,9,74783,debt_consol,60,yes,yes
F,30,single,highsch,0,full_time,3,7,47813,no,0,tenant,8,11498,other,35,no,yes
F,22,single,basic,0,full_time,1,1,21250,no,0,tenant,4,19348,vehicle,38,no,yes
M,25,married,basic,0,part_time,3,2,12750,yes,40678,owner_morg,9,29377,holidays,46,yes,no
M,36,divorced,univ,1,unemployed,0,7,0,no,0,owner,11,9594,debt_consol,8,yes,yes
M,30,single,postgrad,0,full_time,0,6,127500,no,0,tenant,10,15983,debt_consol,33,yes,no
M,29,single,univ,0,self_employ,0,1,63750,no,0,owner,6,46110,debt_consol,57,no,yes
M,22,married,highsch,0,unemployed,0,2,0,yes,55015,tenant,7,42782,other,47,no,no
M,25,divorced,highsch,0,self_employ,4,6,38250,no,0,owner,9,31209,home_improv,49,no,no
F,37,single,univ,0,self_employ,3,8,95625,no,0,owner_morg,7,54499,home_improv,37,no,yes
M,41,widowed,highsch,0,full_time,3,3,47813,no,0,tenant,15,45311,other,56,no,no
F,35,single,univ,0,part_time,7,10,47813,no,0,owner_morg,15,12177,vehicle,25,yes,no
M,34,married,univ,0,part_time,1,6,47813,yes,57382,owner_morg,7,101717,debt_consol,64,yes,no
F,25,divorced,basic,1,full_time,0,5,21250,no,0,tenant,8,6097,vehicle,6,no,yes
M,28,married,highsch,1,self_employ,1,8,38250,no,0,owner,8,13105,other,57,yes,yes
M,40,divorced,basic,2,part_time,2,2,19125,no,0,tenant,10,7499,other,10,no,yes
M,24,married,highsch,0,full_time,0,3,31875,no,0,tenant,6,12203,holidays,35,no,yes
M,30,widowed,postgrad,2,full_time,4,5,127500,no,0,tenant,1,58592,debt_consol,34,yes,no
F,34,married,univ,1,unemployed,0,10,0,yes,39013,tenant,9,29145,other,26,no,no
M,31,single,univ,0,unemployed,0,1,0,no,0,tenant,15,7175,wedding,11,no,yes
F,43,married,basic,0,full_time,6,10,31875,yes,43797,owner_morg,2,46846,home_improv,58,no,yes
M,29,married,postgrad,0,self_employ,6,9,102000,yes,101232,owner_morg,7,16022,holidays,39,no,yes
F,22,single,univ,0,self_employ,1,2,63750,no,0,tenant,8,40957,other,31,no,yes
F,38,divorced,univ,1,full_time,4,15,79688,no,0,tenant,2,23507,other,32,no,yes
M,28,single,highsch,0,unemployed,0,4,0,no,0,owner,3,5331,wedding,12,no,yes
F,37,married,highsch,1,self_employ,2,10,57375,yes,41513,tenant,13,12881,holidays,24,no,no
F,21,divorced,highsch,0,part_time,0,1,19125,no,0,owner,6,8839,debt_consol,6,yes,no
F,39,married,basic,1,unemployed,0,10,0,yes,30111,owner_morg,8,26281,holidays,41,no,no
F,34,married,highsch,2,full_time,8,10,47813,yes,54409,owner,13,5414,other,6,no,no
F,22,widowed,univ,0,full_time,0,2,53125,no,0,owner_morg,6,10301,other,50,yes,no
F,31,married,postgrad,0,part_time,7,8,76500,yes,59564,owner_morg,13,126605,home_improv,65,no,yes
F,28,married,highsch,2,unemployed,0,2,0,yes,8289,tenant,9,18030,other,54,no,no
F,40,married,univ,0,full_time,4,17,79688,yes,50539,tenant,6,55347,debt_consol,44,yes,no
M,27,married,postgrad,0,part_time,0,7,51000,yes,32186,tenant,10,31999,other,24,no,yes
F,39,divorced,highsch,1,full_time,11,14,47813,no,0,tenant,6,30974,other,42,no,yes
M,32,widowed,highsch,2,unemployed,0,10,0,no,0,owner_morg,5,7796,wedding,10,yes,no
F,24,widowed,highsch,1,full_time,1,4,31875,no,0,owner,7,9200,vehicle,8,no,no
M,36,married,highsch,0,full_time,4,9,47813,yes,55907,owner_morg,14,59603,home_improv,59,yes,no
M,36,divorced,highsch,0,unemployed,0,6,0,no,0,tenant,13,16413,wedding,48,no,no
M,24,widowed,basic,1,full_time,2,4,21250,no,0,tenant,3,17811,other,52,no,no
F,23,single,highsch,0,unemployed,0,2,0,no,0,tenant,8,19123,wedding,50,no,yes
M,23,divorced,univ,1,part_time,3,2,31875,no,0,tenant,3,11206,debt_consol,43,no,yes
F,33,single,highsch,0,full_time,7,8,47813,no,0,owner,8,46476,home_improv,39,yes,no
F,32,single,highsch,0,full_time,7,8,47813,no,0,owner_morg,11,35302,home_improv,26,no,no
F,21,divorced,basic,1,full_time,0,2,21250,no,0,owner_morg,5,12843,debt_consol,58,yes,no
F,31,divorced,univ,1,unemployed,0,2,0,no,0,owner,7,18972,vehicle,38,no,no
M,35,single,postgrad,0,full_time,1,10,127500,no,0,tenant,13,96515,other,34,no,yes
F,39,widowed,univ,0,full_time,10,17,79688,no,0,owner_morg,13,45919,home_improv,31,no,no
F,24,divorced,highsch,1,self_employ,2,5,38250,no,0,tenant,6,10543,other,53,no,yes
F,31,single,highsch,0,unemployed,0,10,0,no,0,owner_morg,13,11494,vehicle,39,no,yes
F,28,divorced,postgrad,0,full_time,5,7,85000,no,0,tenant,3,13735,debt_consol,36,no,yes
F,38,married,postgrad,0,self_employ,3,6,153000,yes,84778,owner_morg,8,208831,home_improv,66,yes,no
F,29,married,postgrad,1,self_employ,4,6,102000,yes,38430,owner,9,32209,home_improv,56,yes,yes
F,70,widowed,highsch,1,retired,10,22,22313,no,0,owner_morg,4,19226,debt_consol,53,yes,no
F,32,single,highsch,0,full_time,3,8,47813,no,0,tenant,8,35853,debt_consol,42,no,no
M,32,single,highsch,0,unemployed,0,9,0,no,0,tenant,14,10230,debt_consol,39,no,yes
F,20,widowed,highsch,1,part_time,0,2,19125,no,0,tenant,3,5284,debt_consol,6,no,no
F,25,widowed,univ,0,full_time,2,4,53125,no,0,tenant,7,12096,other,43,no,no
M,23,divorced,highsch,1,part_time,3,3,19125,no,0,owner,6,10567,debt_consol,38,no,yes
M,28,single,highsch,0,full_time,4,3,31875,no,0,tenant,1,29683,debt_consol,24,no,no
F,36,single,highsch,0,part_time,8,10,28688,no,0,tenant,14,26455,wedding,51,no,yes
F,35,divorced,highsch,2,full_time,6,9,47813,no,0,owner,15,34548,home_improv,24,yes,no
M,27,single,univ,0,full_time,1,1,53125,no,0,owner_morg,10,5161,other,12,yes,no
M,35,single,highsch,0,self_employ,8,12,57375,no,0,tenant,10,6148,vehicle,10,no,yes
M,39,married,highsch,0,part_time,10,12,28688,yes,35268,tenant,7,12805,holidays,44,no,yes
F,46,divorced,postgrad,1,full_time,11,18,127500,no,0,tenant,14,83575,debt_consol,49,no,yes
M,38,single,highsch,0,part_time,0,5,28688,no,0,tenant,7,22673,vehicle,27,no,yes
M,28,married,basic,0,unemployed,0,1,0,no,0,tenant,7,19828,vehicle,39,no,yes
M,32,single,univ,0,part_time,1,8,47813,no,0,owner,5,36090,home_improv,33,yes,yes
F,37,married,postgrad,0,unemployed,0,9,0,yes,33473,tenant,2,32995,debt_consol,50,no,yes
M,31,single,univ,0,unemployed,0,10,0,no,0,owner,8,18545,debt_consol,24,yes,no
F,23,single,highsch,0,full_time,2,3,31875,no,0,owner_morg,6,31715,home_improv,55,no,no
M,25,divorced,univ,2,full_time,4,3,53125,no,0,owner,4,27819,other,41,yes,no
F,36,widowed,postgrad,2,full_time,8,10,127500,no,0,owner,4,74196,home_improv,31,yes,no
F,31,married,highsch,0,part_time,4,4,28688,yes,38435,tenant,12,49050,debt_consol,36,no,yes
F,32,divorced,univ,3,full_time,0,10,79688,no,0,owner_morg,7,67551,debt_consol,35,yes,no
M,33,divorced,univ,2,unemployed,0,9,0,no,0,owner_morg,15,14135,vehicle,26,yes,yes
F,28,divorced,univ,0,full_time,5,6,53125,no,0,owner_morg,5,8249,wedding,12,yes,no
F,26,married,highsch,3,self_employ,4,3,38250,yes,47073,tenant,4,24565,holidays,49,yes,no
M,22,single,univ,0,full_time,2,2,53125,no,0,tenant,5,21000,wedding,60,no,no
M,39,single,highsch,0,full_time,1,17,47813,no,0,owner,8,13377,wedding,31,no,yes
M,31,married,postgrad,1,unemployed,0,10,0,yes,16089,owner_morg,13,12643,debt_consol,37,yes,no
F,29,divorced,highsch,0,unemployed,0,1,0,no,0,tenant,3,14058,debt_consol,26,no,no
M,38,widowed,univ,1,part_time,6,10,47813,no,0,owner,14,39918,debt_consol,46,no,no
F,61,single,highsch,0,full_time,3,18,55781,no,0,owner,12,38112,home_improv,50,yes,no
M,29,divorced,postgrad,1,full_time,6,5,85000,no,0,tenant,5,27590,debt_consol,49,no,yes
F,55,single,univ,0,full_time,10,22,92969,no,0,tenant,2,92470,debt_consol,49,yes,no
M,43,divorced,univ,3,self_employ,9,13,95625,no,0,tenant,8,34842,debt_consol,29,yes,no
M,32,single,basic,0,unemployed,0,3,0,no,0,owner,3,17643,other,38,no,yes
M,48,single,highsch,0,full_time,0,11,47813,no,0,tenant,11,13567,vehicle,48,no,no
M,22,divorced,highsch,1,part_time,2,2,19125,no,0,tenant,7,7604,other,6,no,no
F,24,single,highsch,0,full_time,0,2,31875,no,0,owner_morg,6,12445,vehicle,47,no,yes
F,44,married,highsch,2,part_time,4,16,28688,yes,52630,tenant,3,43805,other,41,no,no
F,31,single,postgrad,0,full_time,2,2,127500,no,0,tenant,14,82525,other,24,no,no
F,22,single,highsch,0,part_time,0,0,19125,no,0,owner_morg,8,13194,debt_consol,45,yes,no
M,28,divorced,univ,0,part_time,4,8,31875,no,0,owner_morg,5,23272,wedding,41,yes,no
F,33,divorced,basic,2,part_time,2,3,19125,no,0,tenant,8,18199,other,52,no,yes
F,31,widowed,univ,2,unemployed,0,10,0,no,0,tenant,10,13994,wedding,29,no,yes
F,32,married,univ,1,unemployed,0,3,0,yes,33893,owner_morg,5,25509,holidays,31,no,no
M,29,widowed,highsch,1,self_employ,3,8,38250,no,0,tenant,9,34435,other,34,no,no
M,40,single,postgrad,0,full_time,8,18,127500,no,0,owner,7,89402,home_improv,35,yes,no
F,29,divorced,postgrad,0,full_time,2,2,85000,no,0,owner,2,43096,home_improv,24,yes,no
F,23,single,basic,0,full_time,0,4,21250,no,0,owner_morg,3,16459,other,46,no,yes
F,36,single,univ,0,full_time,0,1,79688,no,0,tenant,9,39334,other,42,no,yes
F,51,married,postgrad,2,part_time,11,18,89250,yes,79721,owner_morg,10,58277,home_improv,34,yes,no
F,31,widowed,univ,0,unemployed,0,3,0,no,0,tenant,10,15344,debt_consol,39,no,no
F,24,single,univ,0,self_employ,1,1,63750,no,0,tenant,3,45590,other,39,no,yes
M,44,single,highsch,0,unemployed,0,11,0,no,0,tenant,11,16999,other,52,no,yes
F,27,married,univ,2,unemployed,0,2,0,no,0,owner,8,8127,holidays,7,no,no
F,42,married,postgrad,1,self_employ,2,13,153000,yes,36623,owner,5,56292,home_improv,60,yes,no
M,36,married,highsch,1,self_employ,4,13,57375,yes,52132,owner,6,41299,debt_consol,52,yes,no
F,26,single,univ,0,part_time,4,3,31875,no,0,owner,2,6799,debt_consol,8,no,yes
M,33,married,highsch,0,self_employ,3,10,57375,yes,30137,owner_morg,12,85849,home_improv,60,yes,no
M,28,married,highsch,3,part_time,4,4,19125,yes,35567,tenant,6,53828,debt_consol,38,no,no
M,48,single,highsch,0,part_time,5,20,28688,no,0,tenant,15,8067,debt_consol,8,no,yes
F,26,divorced,basic,1,part_time,4,5,12750,no,0,owner,8,8483,wedding,7,no,yes
F,27,divorced,univ,0,full_time,4,5,53125,no,0,owner,10,33552,home_improv,34,yes,yes
M,22,married,highsch,0,part_time,0,2,19125,yes,54314,tenant,7,20868,debt_consol,46,yes,no
M,24,single,highsch,0,unemployed,0,4,0,no,0,tenant,3,13482,other,25,no,yes
F,41,married,highsch,2,full_time,1,5,47813,yes,51586,tenant,4,95502,debt_consol,36,no,no
M,27,single,univ,0,self_employ,1,2,63750,no,0,owner,9,18273,vehicle,37,no,yes
F,30,single,highsch,0,full_time,1,6,47813,no,0,tenant,10,7691,wedding,12,no,no
M,31,married,univ,3,full_time,7,9,79688,yes,75703,tenant,11,138182,debt_consol,53,no,no
F,31,married,highsch,2,self_employ,3,10,57375,yes,28551,tenant,15,61326,debt_consol,40,no,no
M,35,single,highsch,0,unemployed,0,3,0,no,0,tenant,4,11161,vehicle,44,no,no
F,41,single,highsch,0,unemployed,0,18,0,no,0,tenant,10,6943,other,6,no,yes
M,35,married,univ,2,unemployed,0,13,0,yes,42451,tenant,8,33297,other,51,no,no
F,28,married,highsch,1,full_time,1,6,31875,yes,57788,tenant,8,16290,holidays,46,no,yes
M,24,single,univ,0,full_time,2,5,53125,no,0,tenant,7,52589,other,38,yes,no
M,40,single,univ,0,self_employ,6,9,95625,no,0,tenant,11,25257,debt_consol,31,yes,no
F,37,single,highsch,0,unemployed,0,11,0,no,0,owner,1,17339,debt_consol,43,no,no
M,48,single,univ,0,self_employ,5,22,95625,no,0,owner_morg,7,54269,home_improv,31,no,yes
F,23,married,highsch,1,self_employ,0,2,38250,yes,48750,owner,4,65759,debt_consol,50,yes,no
F,33,divorced,highsch,0,full_time,7,8,47813,no,0,owner,8,32475,home_improv,26,yes,no
M,31,divorced,highsch,1,full_time,5,10,47813,no,0,tenant,15,17560,wedding,31,no,no
F,39,divorced,postgrad,0,full_time,11,17,127500,no,0,owner_morg,3,118007,home_improv,73,no,yes
M,36,single,postgrad,0,full_time,6,5,127500,no,0,tenant,15,115437,other,96,no,yes
M,24,married,univ,1,self_employ,0,5,63750,yes,54547,tenant,7,23433,vehicle,32,no,no
M,36,married,postgrad,0,self_employ,2,11,153000,yes,35976,owner,9,71297,debt_consol,56,no,yes
F,35,widowed,univ,1,self_employ,0,1,95625,no,0,tenant,11,25256,other,32,no,no
F,39,widowed,postgrad,1,full_time,5,17,127500,no,0,owner_morg,4,16808,wedding,53,no,no
M,36,divorced,highsch,2,self_employ,3,2,57375,no,0,tenant,2,30742,other,50,no,yes
F,32,divorced,highsch,2,unemployed,0,6,0,no,0,tenant,15,5491,wedding,7,no,no
F,23,single,highsch,0,unemployed,0,2,0,no,0,tenant,4,6046,wedding,8,no,yes
M,47,single,postgrad,0,full_time,5,6,127500,no,0,owner_morg,1,100040,debt_consol,64,no,yes
F,23,single,highsch,0,full_time,1,3,31875,no,0,tenant,4,8837,wedding,9,no,yes
F,35,single,highsch,0,self_employ,1,6,57375,no,0,owner_morg,3,24467,wedding,28,no,yes
M,46,single,highsch,0,full_time,1,3,47813,no,0,tenant,4,36144,other,43,no,yes
M,30,widowed,univ,3,full_time,2,3,79688,no,0,tenant,7,59542,debt_consol,46,no,no
F,29,divorced,univ,2,part_time,0,7,31875,no,0,owner,2,27503,vehicle,58,no,yes
M,32,divorced,univ,0,unemployed,0,10,0,no,0,tenant,3,13633,debt_consol,33,no,yes
F,39,married,highsch,3,unemployed,0,13,0,yes,12872,owner,12,12339,debt_consol,36,no,no
M,22,single,univ,0,unemployed,0,1,0,no,0,tenant,5,10223,wedding,30,no,yes
M,30,married,highsch,2,full_time,3,5,47813,yes,57122,owner_morg,3,9127,holidays,12,yes,no
M,34,single,univ,0,full_time,2,6,79688,no,0,owner,10,49876,home_improv,43,yes,no
F,22,single,basic,0,full_time,1,1,21250,no,0,tenant,5,17375,vehicle,58,no,no
M,31,widowed,highsch,1,full_time,0,2,47813,no,0,tenant,10,38421,debt_consol,47,no,no
M,45,single,highsch,0,part_time,10,10,28688,no,0,owner_morg,6,16301,vehicle,39,yes,no
F,31,single,basic,0,self_employ,5,4,38250,no,0,owner,11,19039,debt_consol,58,no,no
F,33,widowed,highsch,1,part_time,5,10,28688,no,0,tenant,1,24468,other,34,no,no
F,35,divorced,basic,1,unemployed,0,10,0,no,0,owner,6,6019,debt_consol,9,no,yes
F,24,married,univ,1,unemployed,0,1,0,yes,52890,tenant,8,44137,other,53,no,no
F,37,single,univ,0,full_time,5,8,79688,no,0,tenant,15,51828,other,57,no,yes
M,25,single,highsch,0,full_time,0,1,31875,no,0,tenant,3,12183,debt_consol,55,no,yes
M,38,married,postgrad,1,part_time,10,14,76500,no,0,owner,6,34290,home_improv,56,yes,no
F,45,widowed,basic,0,part_time,13,18,19125,no,0,owner_morg,10,15495,vehicle,40,yes,no
F,27,divorced,highsch,1,full_time,5,7,31875,no,0,tenant,7,17031,other,54,no,yes
